Sequencing_Well,State,Subanalysis,Legume.subfamily,Rosaceae.subfamily,Family,Tribe,Taxon in Tree,scientificName_Voucher,scientificNameAuthorship,Provider.acronym,Provider.identifier,UUID
FMN_P091_WC01,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Crotalarieae,Aspalathus willdenowiana,Aspalathus hystrix,L.f.,MO,,14229876-3150-4ae3-9a68-443d3805ab47
FMN_P100_WE01,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Astracantha,Astracantha diphtherites,Astracantha diphtherites,(Fenzl) Podlech,MO,,0c18db31-c02d-4f4b-8d29-f65f32a94717
FMN_P013_WD02,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus acanthochristianopsis,Astragalus acanthochristianopsis,Rech.f. & Koie,huh,,fd854b03-7a74-4425-bb5f-8c0b1d91807e
FMN_P010_WA02,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus acaulis,Astragalus acaulis,Baker,huh,460739,fbafb346-8cba-4158-82c0-caa92154f1f5
KIB_P026_WA11,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus accidens,Astragalus accidens,S.Watson,TEXAS,Spellenberg 2296,21984a3d-fb2f-4b43-b8d2-f1ac34079727
FMN_P064_WF07,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus ackermanii,Astragalus ackermanii,Barneby,NY,1203493,d6350763-c09f-49e6-a87b-3e6c78ff5c73
FMN_P067_WH11,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus adanus,Astragalus adanus,A.Nelson,NY,2911882,df6b4951-13a7-4828-b45e-55eb65408ca1
FMN_P072_WF03,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus adpressipilosus,Astragalus adpressipilosus,Gontsch.,NY,3570192,d021d9ad-f028-44c6-8094-0ca7848975ac
FMN_P072_WF02,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus adzharicus,Astragalus adzharicus,Popov,NY,197352,d1c60a08-5415-4cc8-af7e-36a1fef22901
KIB03_P009_WG05,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus aegobromus,Astragalus aegobromus,Boiss. & Hohen.,NY,3570177,cf1587e1-b97b-4359-a76f-1b52a3b85a95
FMN_P070_WH08,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus aequalis,Astragalus aequalis,Clokey,NY,1203820,df4877bf-5177-4e9d-b49c-701fc408754f
FMN_P069_WA03,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus afghanomontanus,Astragalus afghanomontanus,Sirj. & Rech.f.,NY,3570483,ad380c3c-08d6-4f6f-8940-bda2b7f09ea6
FMN_P011_WB12,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus akkensis,Astragalus akkensis,Coss.,MO,,1580ade8-cd55-435c-a98a-a9deded28a32
FMN_P008_WD08,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus aksuensis,Astragalus aksuensis,Bunge,huh,,fb508295-95f7-4095-aff0-1f58bd5c44b4
KIB_P025_WH10,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus albens,Astragalus albens,Greene,TEXAS,White 92-154,21aa2771-430b-442b-a50a-646990221be1
FMN_P072_WF04,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus albertii,Astragalus albertii,Bunge,NY,3570179,cf0b4084-d85c-43f7-a69e-494d644d2fd1
FMN_P068_WB07,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus albulus,Astragalus albulus,Wooton & Standl.,NY,1215057,d625a1e6-1a02-41c3-9ed3-bc6922833fa6
FMN_P014_WB06,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus algerianus,Astragalus algerianus,E.Sheld.,MO,,1641c922-767a-4190-8060-9e5f3dc2f380
KIB03_P008_WH11,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus algerianus,Astragalus tenuifolius,L.,NY,3570162,cf984c50-2aef-4206-afb1-1d5b88932378
FMN_P013_WC03,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus alitschuri,Astragalus alitschuri,O.Fedtsch.,huh,,fb00fbee-70d4-4e4f-ab32-a4fd4d3e2417
FMN_P026_WB07,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus allochrous,Astragalus allochrous,A.Gray,CAS,,16410fac-8fa7-481d-be8c-e633120a6272
FMN_P072_WE01,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus alopecias,Astragalus alopecias,Pall.,NY,3570180,cf0a0bb4-c1c7-4719-9ba7-e3b2b192eafa
FMN_P013_WG12,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus alopecurus,Astragalus alopecurus,Pall.,huh,,faf3e866-5f85-4ca1-a889-394136d0d4ff
FMN_P065_WA03,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus alpinus,Astragalus minimus,Vogel,NY,1267336,d12a799b-568f-4e9f-9b5d-2860f4bb038a
KIB03_P009_WB11,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus alpinus,Astragalus robbinsii,A.Gray,NY,1282191,d42d5002-4f63-493f-a3b2-665975825fe3
KIB03_P009_WF07,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus altimurensis,Astragalus altimurensis,I.Deml,NY,3570482,ad301a32-de96-4d0a-95c2-f25ddc8fd5d3
FMN_P076_WA12,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus altus,Astragalus altus,Wooton & Standl.,NY,1215570,d60ba04d-ab23-4d23-b57b-6b2bf2e2a420
FMN_P066_WE12,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus alvordensis,Astragalus alvordensis,M.E.Jones,NY,947346,d605eb4d-c69c-43aa-8cb5-d46ac4866d6f
FMN_P045_WH05,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus amatus,Astragalus amatus,Clos,,OS0031479,e4bcd0e3-fe65-4578-a354-af5324dc7c68
FMN_P066_WE08,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus amblytropis,Astragalus amblytropis,Barneby,NY,1215580,d602e66b-30ae-471d-987d-23df59e5c3dc
FMN_P029_WA10,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus americanus,Astragalus americanus,(Hook.) M.E.Jones,FLAS,,e9d8bf16-16da-49ff-bac9-6e91de15af95
FMN_P013_WD03,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus amherstianus,Astragalus amherstianus,Benth.,huh,,fd838155-5c15-49bd-a632-e5b8a5a9da66
FMN_P071_WE04,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus ammodendron,Astragalus hyrcanus,Pall.,NY,3570151,cf5c4b06-03dd-4b66-a7c2-be0f362840d0
FMN_P074_WC12,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus ammodendron,Astragalus ammodendron,Bunge,NY,3570181,cf08fca8-7165-442a-ba2c-05d35d19567b
FMN_P100_WD01,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Tragacantha,Astragalus ammodendron,Tragacantha ammodendron,(Bunge) Kuntze,MO,,0c8e8aee-4d5a-4c7f-9d6e-c10e3071e475
FMN_P071_WE09,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus ammophilus,Astragalus persepolitanus,Boiss.,NY,3570276,aad5639b-4bd4-414c-ae17-552349223f70
FMN_P117_WE03,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus ammotrophus,Astragalus ammotrophus,Bunge,NY,3570191,d013fbae-a544-48ce-96c7-333e38e60428
FMN_P069_WD01,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus amnis-amissi,Astragalus amnis-amissi,Barneby,NY,1215675,df3be8be-7267-4d01-9c40-019369b42b3d
FMN_P068_WD03,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus amphioxys,Astragalus amphioxys,A.Gray,NY,1215663,df3586ab-9e00-43d4-b60f-16dd2d9aea44
FMN_P067_WE01,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus ampullarius,Astragalus ampullarius,S.Watson,NY,791436,cc042c24-a746-44e0-bad7-f6814dd7c813
FMN_P074_WH04,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus amygdalinus,Astragalus amygdalinus,Bunge,NY,3570190,d00f73bb-ef5e-44fc-a11d-763dd0b123f6
FMN_P065_WA07,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus andersonii,Astragalus andersonii,A.Gray,NY,791370,cb2fd040-c763-4a97-9d0f-9feb83940e97
FMN_P100_WD02,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Tragacantha,Astragalus angarensis,Tragacantha angarensis,(Turcz. ex Bunge) Kuntze,MO,,0c8e29f4-15f1-4b7f-a131-cc2d0f29496a
FMN_P077_WA01,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus angustifolius,Astragalus angustifolius,Lam.,NY,3570480,ac0b563c-83b5-40ec-8905-d27776c90dbe
FMN_P072_WA12,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus angustissimus,Astragalus angustissimus,Bunge,NY,3570189,d009e8a4-f51b-4b21-90b2-9a27f86ab354
FMN_P074_WF09,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus anisacanthus,Astragalus anisacanthus,Boiss.,NY,3570481,ac06bb60-e436-426b-a6b8-e96ac502ff40
FMN_P067_WF09,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus anisus,Astragalus anisus,M.E.Jones,NY,1215767,d600ddf7-5af3-4325-bf8d-c36e8b108493
FMN_P075_WG06,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus annularis,Astragalus annularis,Forssk.,NY,3570479,ac182634-e4dd-4cd6-a321-4e14bfd2d201
FMN_P072_WC11,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus anserinifolius,Astragalus anserinifolius,Boiss.,NY,3570478,ac1b55e8-93a3-4082-b1bb-9560fc36b9c0
FMN_P067_WA04,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus anserinus,Astragalus anserinus,N.D.Atwood & al.,NY,791505,d6013bed-4ac0-4c7f-80f4-0c616e36c370
FMN_P066_WF02,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus applegatii,Astragalus applegatii,M.Peck,NY,24766,d5f642e9-95d2-4fdd-a85e-757329e599b8
FMN_P063_WG07,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus apricus,Astragalus apricus,Bunge,NY,3570262,ac7e4a39-96bf-427a-a0a1-44f7bb17c7f3
FMN_P065_WA04,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus aquilonius,Astragalus aquilonius,(Barneby) Barneby,NY,1215780,cb2fa16b-1053-4add-894f-33321630df7e
KIB03_P009_WG07,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus arenarius,Astragalus arenarius,L.,NY,3570124,d1b0c116-8659-47e1-ad16-de0f09fcc160
FMN_P045_WH10,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus arequipensis,Astragalus arequipensis,Vogel,,OS0058147,e4b6eb72-3464-43af-a7d6-6769760565d9
FMN_P074_WC08,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus arganaticus,Astragalus arganaticus,Regel & Herder,NY,3570188,cfff2200-3b09-429a-98e7-0184230de39a
FMN_P069_WD10,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus argophyllus,Astragalus argophyllus,Torr. & A.Gray,NY,1264957,cb2b7653-9193-41c3-a9c3-67ae1242f480
FMN_P074_WC11,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus argyroides,Astragalus argyroides,Beck,NY,3570187,cffe79f8-a553-4fe8-9072-3574e516091c
FMN_P067_WG04,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus arizonicus,Astragalus arizonicus,A.Gray,NY,1215871,cb27a811-dd3a-48de-a9fd-60f67dd44e4d
FMN_P073_WF02,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus arkalycensis,Astragalus bungeanus,Boiss.,NY,1041162,d17fbc4f-0cb7-4fb7-9ab0-1cab3ce524ee
FMN_P011_WC06,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus armatus,Astragalus armatus,Willd.,MO,,15800fae-4d35-4eee-bec4-cd5e93ed3b3b
FMN_P006_WE07,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus arnoldi,Astragalus monticola,Phil.,,OS0058167,e52c9920-e5c5-4e70-aa6f-0226ea026ffe
FMN_P067_WF04,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus arnottianus,Astragalus arnottianus,(Gillies) Reiche,NY,1267135,d258cec1-c286-4fb2-ae6f-c95f3984c718
FMN_P074_WA07,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus arpilobus subsp. hauarensis,Astragalus hauarensis,Boiss.,NY,3570462,ab793654-64dd-47cb-8b1b-b1edfff8ae78
FMN_P069_WE02,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus arthurii,Astragalus arthurii,M.E.Jones,NY,1215947,d5f1bdd6-2674-44a3-b33d-8d334fbdc2af
FMN_P066_WF07,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus asclepiadoides,Astragalus asclepiadoides,M.E.Jones,NY,803504,cb2aa313-5852-47ad-a71b-fad79f4bd63f
FMN_P071_WA03,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus askius,Astragalus askius,Bunge,NY,3570261,ac793212-7577-4367-b1aa-fd500a8c00ae
KIB03_P009_WF08,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus askius,Astragalus refractus,Boiss. & Buhse,NY,3570309,aa9a5ff9-f58f-4d3c-bde6-f012aec27350
FMN_P072_WA05,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus asper,Astragalus asper,Jacq.,NY,2330629,d19a605a-2e0f-4ae6-8d44-38eae2634203
FMN_P072_WD03,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus asterias,Astragalus contortuplicatus,L.,NY,3570131,d0ab6c7c-393e-4f97-898f-038103f3522e
FMN_P075_WF03,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus asterias,Astragalus depressus,L.,NY,3570148,d17561d2-fac7-4b5f-919e-b91ec9ebccfc
KIB03_P009_WG09,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus asterias,Astragalus asterias,Steven,NY,1041073,d19610e3-d875-49dc-ad85-4803869af55b
FMN_P111_WH11,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus asymmetricus,Astragalus asymmetricus,E.Sheld.,NY,1215989,cb27a7ac-f323-4720-a431-7241f2b3a5ae
FMN_P006_WH04,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus atropilosulus,Astragalus atropilosulus,(Hochst.) Bunge,,OS0026772,e5b14f77-4e08-4331-8eeb-a8d2f63e5992
FMN_P065_WE10,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus atropubescens,Astragalus atropubescens,J.M.Coult. & Fisher,NY,1346168,d5ed5b26-0143-45e3-a734-9a4d2f49437e
FMN_P071_WH01,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Astracantha,Astragalus aureus,Astracantha aurea,(Willd.) Podlech,NY,3570256,ac78aecf-6900-4857-b8e5-134362e328ff
FMN_P070_WA03,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus austinae,Astragalus austinae,M.E. Jones,NY,791836,cb1211a4-609c-4b4a-8299-0ebf39e1ac5f
FMN_P069_WH11,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus australis,Astragalus australis,(L.) Lam.,NY,1244430,df30e7e0-7567-479d-81d3-8aec0f9d07ec
FMN_P075_WA04,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus austroaegaeus,Astragalus austroaegaeus,Rech.f.,NY,3570128,d211012b-159e-4f43-868f-99899afe0852
FMN_P010_WC11,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus austrosibiricus,Astragalus austrosibiricus,Schischkin,huh,,0093e40a-6469-4ae2-b897-c327e3f21ceb
FMN_P077_WA02,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus baghlanensis,Astragalus baghlanensis,I.Deml,NY,3570477,abf93cc7-8c50-42cf-a06d-196e206c3c74
FMN_P075_WA08,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus baissunensis,Astragalus baissunensis,Lipsky,NY,3570182,ceed7a58-ab17-4527-a5b1-8695bf05ea0d
FMN_P064_WB04,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus bakaliensis,Astragalus bakaliensis,Bunge,NY,3570476,abf3f532-55e2-44b1-9b4f-ef7812164eca
FMN_P075_WF05,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus bakuensis,Astragalus bakuensis,Bunge,NY,3570183,cef3b32c-7bf0-448e-b478-dc7c330ee12d
FMN_P071_WH09,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus baldshuanicus,Astragalus baldshuanicus,Popov,NY,3570184,ceed240f-9a49-4f18-9447-7b918518199e
FMN_P073_WA06,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus baranovii,Astragalus baranovii,Popov,NY,3570026,ced7732d-130d-49bb-bd28-0a0af564c012
FMN_P013_WH05,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus baxoiensis,Astragalus baxoiensis,Podl. & L.R. Xu,huh,460127,ffdefd8c-d9dd-4cf0-88db-4e5674d2e845
FMN_P069_WC11,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus beckwithii,Astragalus beckwithii,Torr. & A.Gray,NY,2503248,d5e88c4b-14c3-4c10-8dff-43b44664c731
KIB03_P007_WH06,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus belangeri,Astragalus tenellus,Pursh,NY,2729959,cc177f99-9208-41ef-9246-8fceb8a99ae9
FMN_P026_WB12,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus bellus,Astragalus bellus,(Kuntze) R.E.Fr.,CAS,,15effd34-c08e-4583-bea8-241b948af8ed
FMN_P076_WB02,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus bergii,Astragalus bergii,Hieron.,NY,1267147,d24aa630-4f65-4db6-8006-2a3bd7e3954b
FMN_P065_WH05,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus berteri,Astragalus berteri,Colla,NY,1267148,d24a88e0-2129-4748-bdf2-596ca8188453
FMN_P045_WH09,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus berterianus,Astragalus berterianus,(Moris) Reiche,,OS0058141,e4b86421-be62-4543-b31f-00911f891bd2
FMN_P100_WD07,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Astracantha,Astragalus bethlehemiticus,Astracantha bethlehemitica,(Boiss.) Podl.,MO,,0c848f4c-5732-444c-9bda-d149d526e300
KIB_P026_WA10,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus bibullatus,Astragalus bibullatus,Barneby & E.L.Bridges,TEXAS,Orzell 9386,216819b8-9122-4d4d-a2f0-4055c9ea4eed
FMN_P070_WF03,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus bicristatus,Astragalus bicristatus,A.Gray,NY,1244643,d5e037f5-9d97-4403-ad8b-5cbde60e5b76
FMN_P028_WA04,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus bisulcatus,Astragalus bisulcatus,(Hook.) A.Gray,FLAS,,e9d0e1d5-9e3b-47a4-ad06-7b652068b2f1
FMN_P066_WB07,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus bodinii,Astragalus bodinii,E.Sheld.,NY,1244888,df27da94-2e99-4197-aee5-189a6ecfeb55
FMN_P014_WE01,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus boeticus,Astragalus boeticus,L.,MO,,155e46d5-9c97-465f-9461-c246d3ec42c8
FMN_P069_WD04,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus bolanderi,Astragalus bolanderi,A.Gray,NY,1746203,d5e37dd9-cdfb-4151-a71c-438b509708a3
FMN_P072_WH11,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus bornmuellerianus,Astragalus bornmuellerianus,B.Fedtsch.,NY,3570027,ced042b8-ac33-42eb-8652-00e2e61a0773
FMN_P014_WD01,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus bourgaeanus,Astragalus bourgaeanus,Coss.,MO,,153b9a7d-038d-46eb-ad11-8d6bdfe0b243
FMN_P066_WB08,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus bourgovii,Astragalus bourgovii,A.Gray,NY,1244965,d5dd237d-bce4-4973-98b0-f1200e00a8bb
FMN_P075_WA03,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus brachycarpus,Astragalus brachycarpus,M.Bieb.,NY,1041045,d18a2b27-7ed1-4ddc-9474-a5a92d847453
FMN_P075_WA01,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus brachylobus,Astragalus brachylobus,DC.,NY,3570122,d18628ed-9173-4674-a038-8bc33e7223e3
FMN_P072_WH10,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus brachypus,Astragalus brachypus,Schrenk,NY,3570028,cecf6c91-334b-4824-adc8-110680ba2cc9
FMN_P068_WE12,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus brachytropis,Astragalus atratus,S.Watson,NY,791629,d5edfa4e-fbdc-474c-8a3a-6238ddb5c0a8
FMN_P066_WC09,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus brackenridgei,Astragalus brackenridgei,A.Gray,NY,1267154,d246d886-be5e-405d-898d-563a5e8f117c
FMN_P070_WA11,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus brandegei,Astragalus brandegei,Porter & J.M.Coult.,NY,796699,cc07b4e0-7501-43a9-b71f-27b0a876dd17
FMN_P066_WG02,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus brauntonii,Astragalus brauntonii,Parish,NY,621865,d5c3d957-992c-48eb-a8ed-91dd341b2062
FMN_P066_WG01,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus brazoensis,Astragalus brazoensis,Buckley,NY,1245060,d5c1f64e-ad25-4c71-b1eb-030c0d846236
FMN_P010_WF06,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus brevifolius,Astragalus brevifolius,Ledeb.,huh,,ff10b6a8-3d4f-49dc-bd15-6c187182ac86
FMN_P024_WC02,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus breviscapus,Astragalus oophorus,S.Watson,FLAS,,e991d56f-ca60-4dda-ad93-4cb0fb8d3cee
FMN_P067_WE10,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus breweri,Astragalus breweri,A.Gray,NY,1245087,d5bbbc77-1fba-4991-b1c9-9b0928cda52d
FMN_P013_WH12,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus bucharicus,Astragalus bucharicus,Regel,huh,,ff10b060-16bb-402f-b143-3dc525bbc4ab
FMN_P072_WC01,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus bungeanus,Astragalus onobrychioides,M.Bieb.,NY,3570497,aea9e6cf-8e8c-4921-8eae-e01090c9d1b7
FMN_P066_WA02,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus burkartii,Astragalus burkartii,I.M.Johnst.,NY,1267156,d16fe1bc-3e16-4722-975d-44c7e9193cbb
FMN_P006_WG03,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus bustillosii,Astragalus bustillosii,Clos,,OS0058148,e4b6bc69-e24c-49ab-b7e3-d0e6ebc51176
FMN_P067_WA01,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus californicus,Astragalus californicus,(A.Gray) Greene,NY,1245075,d5b4fa64-a033-4f58-815b-f57530d7649b
FMN_P071_WE11,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus calliphysa,Astragalus calliphysa,Bunge,NY,3570260,ac75a99b-4eb7-4dbe-b356-9c3b9449aeff
FMN_P066_WC06,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus callistachys,Astragalus callistachys,Buhse,NY,3570259,ac6aa448-4435-433e-947f-3711a737602f
FMN_P064_WE04,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus callithrix,Astragalus callithrix,Barneby,NY,796705,cce88927-e90d-4e7d-ba14-890f74b39e27
FMN_P074_WH08,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus calycinus,Astragalus calycinus,M.Bieb.,NY ,3570121,d1806ae7-ea57-4ff8-932f-dee931092d5d
FMN_P074_WG07,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus calycosus,Astragalus calycosus,S.Watson,NY,796957,ccdb86c3-8165-4620-a0a2-0bc5c67a6ef3
FMN_P072_WH04,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus camptoceras,Astragalus camptoceras,Bunge,NY,3570030,cec73a6b-4e61-45e1-b1a8-ae335315f59b
FMN_P070_WA09,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus camptopus,Astragalus camptopus,Barneby,NY,1806980,ccd4e380-42a1-46cd-beaf-869c672fd6a4
FMN_P072_WC07,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus campylorhynchus,Astragalus campylorhynchus,Fisch. & C. Mey.,NY,3570257,ac5a69f3-1e85-4a33-a588-25e44848d54f
KIB03_P009_WH04,Present,Papilionoideae,Papilionoideae,NA,Leguminosae,Galegeae,Astragalus campylorrhynchus,Astragalus campylorrhynchus,Fisch. & C.A.Mey.,NY,3570031,cce9c09d-4723-405e-b31c-f7f96c293992
