"include","ntips","type","par","estimate.mean","estimate.varriance","estimate.median","sim.mean","sim.varriance","sim.median","diff.mean","diff.varriance","diff.median"
"all",500,"l1","2|1|2_2|2|2",-1.178706e+00, 7.565239e+00,-2.436160e-01,-0.122430941, 0.396573810,-0.072258755,-1.0562751980, 6.6604666306,-0.1340048130
"all",100,"l2","2|1|2_2|2|2",-3.701595e+00, 1.859584e+01,-1.214412e+00,-0.122430941, 0.396573810,-0.072258755,-3.5791636686,18.1490036139,-1.2205269458
"all",250,"l2","2|1|2_2|2|2",-2.104582e+00, 1.250455e+01,-4.842958e-01,-0.122430941, 0.396573810,-0.072258755,-1.9821512205,11.8223460604,-0.4243339336
"all",500,"l2","2|1|2_2|2|2",-1.364109e+00, 7.965557e+00,-3.604074e-01,-0.122430941, 0.396573810,-0.072258755,-1.2416782237, 7.0805190923,-0.2560349302
"all",100,"er","2|2_1|2",-1.242614e+00, 1.315865e+01, 5.184453e-02,-0.005522744, 0.360048025,-0.029847288,-1.2370914678,12.4578655097,-0.0009558729
"all",250,"er","2|2_1|2",-5.377320e-01, 5.760444e+00,-2.993771e-02,-0.005522744, 0.360048025,-0.029847288,-0.5322092463, 5.1251684121, 0.0069302310
"all",500,"er","2|2_1|2",-2.022739e-01, 2.305511e+00, 1.094065e-02,-0.005522744, 0.360048025,-0.029847288,-0.1967511956, 1.8430752260, 0.0097853970
"all",100,"l0","2|2_1|2",-1.221366e+00, 1.282823e+01, 5.467542e-02,-0.005522744, 0.360048025,-0.029847288,-1.2158431302,12.1607426509,-0.0059185743
"all",250,"l0","2|2_1|2",-5.375764e-01, 5.730120e+00,-2.191410e-02,-0.005522744, 0.360048025,-0.029847288,-0.5320536113, 5.0980321489, 0.0180956256
"all",500,"l0","2|2_1|2",-1.956189e-01, 2.218679e+00, 1.111408e-02,-0.005522744, 0.360048025,-0.029847288,-0.1900961549, 1.7481949970, 0.0104611203
"all",100,"l1","2|2_1|2",-1.721117e+00, 1.478457e+01,-2.045010e-01,-0.005522744, 0.360048025,-0.029847288,-1.7155938296,14.1085992185,-0.1942900207
"all",250,"l1","2|2_1|2",-7.027015e-01, 6.139195e+00,-1.266199e-01,-0.005522744, 0.360048025,-0.029847288,-0.6971788007, 5.5792893557,-0.0574928492
"all",500,"l1","2|2_1|2",-2.800072e-01, 2.605616e+00,-3.761327e-02,-0.005522744, 0.360048025,-0.029847288,-0.2744844291, 2.1267923738,-0.0184641673
"all",100,"l2","2|2_1|2",-1.958343e+00, 1.364121e+01,-4.571226e-01,-0.005522744, 0.360048025,-0.029847288,-1.9528199665,13.1726684217,-0.4700134739
"all",250,"l2","2|2_1|2",-9.117153e-01, 5.647094e+00,-2.446629e-01,-0.005522744, 0.360048025,-0.029847288,-0.9061925825, 5.2030043779,-0.2494538214
"all",500,"l2","2|2_1|2",-4.352146e-01, 2.919631e+00,-1.176495e-01,-0.005522744, 0.360048025,-0.029847288,-0.4296918210, 2.4552908171,-0.1241054338
"all",100,"er","2|2_2|1",-1.237132e+00, 1.243660e+01, 3.162780e-02,-0.017663343, 0.327937809, 0.061738464,-1.2194682783,11.7293268708, 0.0110191338
"all",250,"er","2|2_2|1",-5.891556e-01, 6.092843e+00, 1.390018e-02,-0.017663343, 0.327937809, 0.061738464,-0.5714922980, 5.3728125823,-0.0008444989
"all",500,"er","2|2_2|1",-2.689749e-01, 2.738056e+00,-1.785343e-02,-0.017663343, 0.327937809, 0.061738464,-0.2513115825, 2.1387803638, 0.0031154601
"all",100,"l0","2|2_2|1",-1.210204e+00, 1.238989e+01, 1.639520e-02,-0.017663343, 0.327937809, 0.061738464,-1.1925409032,11.7394944762, 0.0116278883
"all",250,"l0","2|2_2|1",-5.968226e-01, 6.327214e+00, 1.782132e-02,-0.017663343, 0.327937809, 0.061738464,-0.5791592709, 5.6029494279,-0.0005831720
"all",500,"l0","2|2_2|1",-2.798083e-01, 2.860484e+00,-1.784414e-02,-0.017663343, 0.327937809, 0.061738464,-0.2621449316, 2.2640365000, 0.0054844030
"all",100,"l1","2|2_2|1",-1.786663e+00, 1.389537e+01,-2.351635e-01,-0.017663343, 0.327937809, 0.061738464,-1.7690000190,13.1315913001,-0.2419469300
"all",250,"l1","2|2_2|1",-7.939570e-01, 6.484647e+00,-8.891695e-02,-0.017663343, 0.327937809, 0.061738464,-0.7762936703, 5.7727475673,-0.0975330725
"all",500,"l1","2|2_2|1",-3.300347e-01, 2.731102e+00,-5.682942e-02,-0.017663343, 0.327937809, 0.061738464,-0.3123714048, 2.1410816171,-0.0324206895
"all",100,"l2","2|2_2|1",-1.974631e+00, 1.264789e+01,-4.721953e-01,-0.017663343, 0.327937809, 0.061738464,-1.9569679093,12.2225793460,-0.5208511655
"all",250,"l2","2|2_2|1",-1.031683e+00, 6.812635e+00,-2.508830e-01,-0.017663343, 0.327937809, 0.061738464,-1.0140192673, 6.1700122030,-0.2869814775
"all",500,"l2","2|2_2|1",-4.778629e-01, 2.779607e+00,-1.621617e-01,-0.017663343, 0.327937809, 0.061738464,-0.4601995543, 2.2125683495,-0.1449306276
"all",100,"er","2|2|1_1|2|1",-1.883930e+00, 1.631842e+01,-8.363025e-02,-0.071510684, 0.308592695,-0.025013260,-1.8124189212,15.5878549896,-0.0248441701
"all",250,"er","2|2|1_1|2|1",-1.500274e+00, 1.104278e+01,-1.553019e-01,-0.071510684, 0.308592695,-0.025013260,-1.4287632419,10.2649006118,-0.1204292002
"all",500,"er","2|2|1_1|2|1",-7.582166e-01, 5.505303e+00,-1.023410e-01,-0.071510684, 0.308592695,-0.025013260,-0.6867058785, 5.0020776246,-0.0348494536
"all",100,"l0","2|2|1_1|2|1",-1.830149e+00, 1.551501e+01,-1.377963e-01,-0.071510684, 0.308592695,-0.025013260,-1.7586380992,14.8186159171,-0.0763990816
"all",250,"l0","2|2|1_1|2|1",-1.507818e+00, 1.084171e+01,-1.686687e-01,-0.071510684, 0.308592695,-0.025013260,-1.4363075159,10.0295452691,-0.1649263863
"all",500,"l0","2|2|1_1|2|1",-7.478178e-01, 5.485389e+00,-1.016695e-01,-0.071510684, 0.308592695,-0.025013260,-0.6763071527, 4.9357862359,-0.0312845343
"all",100,"l1","2|2|1_1|2|1",-2.517296e+00, 1.732877e+01,-4.556418e-01,-0.071510684, 0.308592695,-0.025013260,-2.4457854566,16.5989217333,-0.3847983790
"all",250,"l1","2|2|1_1|2|1",-1.650836e+00, 1.105173e+01,-2.340024e-01,-0.071510684, 0.308592695,-0.025013260,-1.5793256044,10.1965246747,-0.2116114945
"all",500,"l1","2|2|1_1|2|1",-8.518384e-01, 5.959676e+00,-1.418013e-01,-0.071510684, 0.308592695,-0.025013260,-0.7803277443, 5.4512902699,-0.0733615158
"all",100,"l2","2|2|1_1|2|1",-2.985992e+00, 1.736130e+01,-7.467917e-01,-0.071510684, 0.308592695,-0.025013260,-2.9144813731,16.7868721094,-0.7165752077
"all",250,"l2","2|2|1_1|2|1",-1.954386e+00, 1.133584e+01,-4.577951e-01,-0.071510684, 0.308592695,-0.025013260,-1.8828757455,10.5909373706,-0.4380759618
"all",500,"l2","2|2|1_1|2|1",-1.121445e+00, 6.464426e+00,-2.781980e-01,-0.071510684, 0.308592695,-0.025013260,-1.0499338925, 5.9025328392,-0.2201064031
"all",100,"er","2|2|1_2|1|1",-1.650179e+00, 1.478186e+01, 2.713471e-02, 0.067261116, 0.256949759, 0.046088251,-1.7174404717,14.1069450821,-0.0682460708
"all",250,"er","2|2|1_2|1|1",-1.061187e+00, 9.927872e+00, 4.839634e-03, 0.067261116, 0.256949759, 0.046088251,-1.1284484031, 9.4835013715, 0.0032619248
"all",500,"er","2|2|1_2|1|1",-5.271336e-01, 5.577354e+00, 8.197758e-02, 0.067261116, 0.256949759, 0.046088251,-0.5943946841, 5.0864698950,-0.0021254868
"all",100,"l0","2|2|1_2|1|1",-1.705607e+00, 1.484121e+01,-3.170593e-02, 0.067261116, 0.256949759, 0.046088251,-1.7728680211,14.2417501911,-0.0920293768
"all",250,"l0","2|2|1_2|1|1",-9.743960e-01, 8.938897e+00,-1.312858e-03, 0.067261116, 0.256949759, 0.046088251,-1.0416571429, 8.4644874105,-0.0151781419
"all",500,"l0","2|2|1_2|1|1",-5.152954e-01, 5.322336e+00, 8.921262e-02, 0.067261116, 0.256949759, 0.046088251,-0.5825565222, 4.8596486889,-0.0094372524
"all",100,"l1","2|2|1_2|1|1",-2.344977e+00, 1.669987e+01,-2.539389e-01, 0.067261116, 0.256949759, 0.046088251,-2.4122376820,16.0366215473,-0.3207309238
"all",250,"l1","2|2|1_2|1|1",-1.254890e+00, 1.016214e+01,-7.931647e-02, 0.067261116, 0.256949759, 0.046088251,-1.3221512339, 9.8065499442,-0.0756012578
"all",500,"l1","2|2|1_2|1|1",-6.474050e-01, 6.027212e+00, 3.246997e-02, 0.067261116, 0.256949759, 0.046088251,-0.7146661136, 5.5845159212,-0.0421532591
"all",100,"l2","2|2|1_2|1|1",-2.862425e+00, 1.642030e+01,-6.679885e-01, 0.067261116, 0.256949759, 0.046088251,-2.9296865103,15.9964799071,-0.7645662371
"all",250,"l2","2|2|1_2|1|1",-1.582471e+00, 1.013837e+01,-2.972048e-01, 0.067261116, 0.256949759, 0.046088251,-1.6497321079, 9.7550210030,-0.2920419924
"all",500,"l2","2|2|1_2|1|1",-8.863140e-01, 6.300225e+00,-1.117412e-01, 0.067261116, 0.256949759, 0.046088251,-0.9535751103, 5.8815303060,-0.1899999882
"all",100,"er","2|2|1_2|2|2",-2.387919e+00, 1.698844e+01,-3.922556e-01,-0.064752254, 0.234597570,-0.012195145,-2.3231665257,16.5507217685,-0.3796292197
"all",250,"er","2|2|1_2|2|2",-1.551208e+00, 1.088108e+01,-1.714096e-01,-0.064752254, 0.234597570,-0.012195145,-1.4864561940,10.2247889509,-0.0954816439
"all",500,"er","2|2|1_2|2|2",-8.922951e-01, 6.137099e+00,-1.040004e-01,-0.064752254, 0.234597570,-0.012195145,-0.8275428621, 5.5355359539,-0.0453543875
"all",100,"l0","2|2|1_2|2|2",-2.267820e+00, 1.707747e+01,-3.101041e-01,-0.064752254, 0.234597570,-0.012195145,-2.2030680015,16.6439666318,-0.2613023579
"all",250,"l0","2|2|1_2|2|2",-1.458127e+00, 1.041869e+01,-1.471683e-01,-0.064752254, 0.234597570,-0.012195145,-1.3933749349, 9.7598545827,-0.0866994317
"all",500,"l0","2|2|1_2|2|2",-8.918029e-01, 6.513583e+00,-9.511823e-02,-0.064752254, 0.234597570,-0.012195145,-0.8270506761, 5.8848550204,-0.0399632265
"all",100,"l1","2|2|1_2|2|2",-3.015706e+00, 1.970228e+01,-5.757745e-01,-0.064752254, 0.234597570,-0.012195145,-2.9509541566,19.3568076325,-0.5316043454
"all",250,"l1","2|2|1_2|2|2",-1.646980e+00, 1.119723e+01,-2.406623e-01,-0.064752254, 0.234597570,-0.012195145,-1.5822274382,10.5054859088,-0.1480403811
"all",500,"l1","2|2|1_2|2|2",-9.800340e-01, 6.806917e+00,-1.278668e-01,-0.064752254, 0.234597570,-0.012195145,-0.9152817422, 6.2001642891,-0.0742871106
"all",100,"l2","2|2|1_2|2|2",-3.360071e+00, 1.834797e+01,-9.111845e-01,-0.064752254, 0.234597570,-0.012195145,-3.2953187134,18.0726792679,-0.8586363608
"all",250,"l2","2|2|1_2|2|2",-2.054269e+00, 1.203612e+01,-4.844585e-01,-0.064752254, 0.234597570,-0.012195145,-1.9895171994,11.4281574105,-0.3885096639
"all",500,"l2","2|2|1_2|2|2",-1.174119e+00, 7.192572e+00,-2.679135e-01,-0.064752254, 0.234597570,-0.012195145,-1.1093663067, 6.6572967894,-0.1954383789
"all",100,"er","2|2|2_1|2|2",-2.221231e+00, 1.545435e+01,-4.431503e-01,-0.086866225, 0.309051976,-0.032454928,-2.1343651848,14.8006091793,-0.4169360932
"all",250,"er","2|2|2_1|2|2",-1.374534e+00, 1.094813e+01,-1.136114e-01,-0.086866225, 0.309051976,-0.032454928,-1.2876672813,10.4916887786,-0.0347717833
"all",500,"er","2|2|2_1|2|2",-8.479901e-01, 5.950781e+00,-9.305083e-02,-0.086866225, 0.309051976,-0.032454928,-0.7611238922, 5.4353400064,-0.0708538409
"all",100,"l0","2|2|2_1|2|2",-2.144233e+00, 1.513263e+01,-4.029575e-01,-0.086866225, 0.309051976,-0.032454928,-2.0573668112,14.4858317565,-0.2981560116
"all",250,"l0","2|2|2_1|2|2",-1.332432e+00, 1.066262e+01,-1.195394e-01,-0.086866225, 0.309051976,-0.032454928,-1.2455661093,10.2270637180,-0.0258929010
"all",500,"l0","2|2|2_1|2|2",-8.433094e-01, 6.358607e+00,-8.045213e-02,-0.086866225, 0.309051976,-0.032454928,-0.7564431854, 5.7821044173,-0.0530479649
"all",100,"l1","2|2|2_1|2|2",-3.016303e+00, 1.857834e+01,-7.525445e-01,-0.086866225, 0.309051976,-0.032454928,-2.9294372105,17.9895372239,-0.6619801445
"all",250,"l1","2|2|2_1|2|2",-1.557819e+00, 1.105615e+01,-1.746899e-01,-0.086866225, 0.309051976,-0.032454928,-1.4709525368,10.6161529068,-0.1005885617
"all",500,"l1","2|2|2_1|2|2",-9.329486e-01, 6.509591e+00,-1.293033e-01,-0.086866225, 0.309051976,-0.032454928,-0.8460823863, 5.9510024099,-0.1113263665
"all",100,"l2","2|2|2_1|2|2",-3.220347e+00, 1.687663e+01,-9.918124e-01,-0.086866225, 0.309051976,-0.032454928,-3.1334803234,16.4813787105,-0.8991249669
"all",250,"l2","2|2|2_1|2|2",-1.941776e+00, 1.147749e+01,-3.941742e-01,-0.086866225, 0.309051976,-0.032454928,-1.8549096439,11.1493903223,-0.3407737833
"all",500,"l2","2|2|2_1|2|2",-1.132386e+00, 6.444152e+00,-2.794981e-01,-0.086866225, 0.309051976,-0.032454928,-1.0455197917, 5.9942783089,-0.2504401727
"all",100,"er","2|2|2_2|1|2",-2.107620e+00, 1.625143e+01,-3.186718e-01,-0.010941438, 0.264026316, 0.011784419,-2.0966790266,15.7969697726,-0.2844134143
"all",250,"er","2|2|2_2|1|2",-1.481173e+00, 1.092497e+01,-1.212030e-01,-0.010941438, 0.264026316, 0.011784419,-1.4702320521,10.3897527130,-0.1530408804
"all",500,"er","2|2|2_2|1|2",-8.820320e-01, 6.514516e+00,-6.025609e-02,-0.010941438, 0.264026316, 0.011784419,-0.8710905222, 6.1167514619,-0.0540378455
"all",100,"l0","2|2|2_2|1|2",-2.069941e+00, 1.594443e+01,-2.509731e-01,-0.010941438, 0.264026316, 0.011784419,-2.0589997538,15.5828687516,-0.2408933332
"all",250,"l0","2|2|2_2|1|2",-1.437338e+00, 1.093117e+01,-9.728032e-02,-0.010941438, 0.264026316, 0.011784419,-1.4263961395,10.3764116630,-0.1322073390
"all",500,"l0","2|2|2_2|1|2",-8.813936e-01, 6.633577e+00,-5.624430e-02,-0.010941438, 0.264026316, 0.011784419,-0.8704521871, 6.1826120581,-0.0580580233
"all",100,"l1","2|2|2_2|1|2",-2.909181e+00, 1.789935e+01,-5.185278e-01,-0.010941438, 0.264026316, 0.011784419,-2.8982398681,17.6626012796,-0.5345927144
"all",250,"l1","2|2|2_2|1|2",-1.728951e+00, 1.208624e+01,-2.054872e-01,-0.010941438, 0.264026316, 0.011784419,-1.7180097217,11.6402403100,-0.2510185825
"all",500,"l1","2|2|2_2|1|2",-9.694982e-01, 6.978053e+00,-9.770997e-02,-0.010941438, 0.264026316, 0.011784419,-0.9585567454, 6.5427049191,-0.0907948980
"all",100,"l2","2|2|2_2|1|2",-3.281777e+00, 1.767303e+01,-8.963172e-01,-0.010941438, 0.264026316, 0.011784419,-3.2708351473,17.3668291240,-0.8987090304
"all",250,"l2","2|2|2_2|1|2",-2.156953e+00, 1.257076e+01,-4.468897e-01,-0.010941438, 0.264026316, 0.011784419,-2.1460118026,12.1650234721,-0.4407519333
"all",500,"l2","2|2|2_2|1|2",-1.252767e+00, 7.490403e+00,-2.503053e-01,-0.010941438, 0.264026316, 0.011784419,-1.2418250985, 7.1761104050,-0.2306853866
"all",100,"er","2|2|2_2|2|1",-2.044851e+00, 1.614297e+01,-2.543839e-01, 0.027317626, 0.237062978, 0.022404289,-2.0721682703,15.5250470478,-0.3265278084
"all",250,"er","2|2|2_2|2|1",-1.331456e+00, 1.018337e+01,-4.447905e-02, 0.027317626, 0.237062978, 0.022404289,-1.3587734006, 9.5055847562,-0.0901430108
"all",500,"er","2|2|2_2|2|1",-8.174656e-01, 6.080177e+00,-5.099592e-02, 0.027317626, 0.237062978, 0.022404289,-0.8447832354, 5.6647958222,-0.0710686499
"all",100,"l0","2|2|2_2|2|1",-2.094263e+00, 1.631046e+01,-2.672238e-01, 0.027317626, 0.237062978, 0.022404289,-2.1215810627,15.7863311671,-0.3232349437
"all",250,"l0","2|2|2_2|2|1",-1.334279e+00, 1.024093e+01,-4.802935e-02, 0.027317626, 0.237062978, 0.022404289,-1.3615965894, 9.5284820644,-0.0733100180
"all",500,"l0","2|2|2_2|2|1",-8.472351e-01, 6.187899e+00,-7.199759e-02, 0.027317626, 0.237062978, 0.022404289,-0.8745527275, 5.7779215072,-0.0733760366
"all",100,"l1","2|2|2_2|2|1",-3.059964e+00, 1.836603e+01,-7.066227e-01, 0.027317626, 0.237062978, 0.022404289,-3.0872811772,17.8810061290,-0.6436002890
"all",250,"l1","2|2|2_2|2|1",-1.656030e+00, 1.188214e+01,-1.263228e-01, 0.027317626, 0.237062978, 0.022404289,-1.6833473186,11.2165920924,-0.1711219196
"all",500,"l1","2|2|2_2|2|1",-9.659769e-01, 6.884765e+00,-1.016557e-01, 0.027317626, 0.237062978, 0.022404289,-0.9932945068, 6.4298738287,-0.1106160592
"all",100,"l2","2|2|2_2|2|1",-3.280341e+00, 1.684203e+01,-9.493753e-01, 0.027317626, 0.237062978, 0.022404289,-3.3076581725,16.4731671858,-0.9604564404
"all",250,"l2","2|2|2_2|2|1",-1.886797e+00, 1.101841e+01,-3.699457e-01, 0.027317626, 0.237062978, 0.022404289,-1.9141142641,10.3955577934,-0.3923425677
"all",500,"l2","2|2|2_2|2|1",-1.194038e+00, 7.110174e+00,-2.480862e-01, 0.027317626, 0.237062978, 0.022404289,-1.2213559971, 6.7798771202,-0.2727221199
"<50",100,"er","1_2",-4.602176e-01, 9.565641e+00, 8.938124e-02, 0.057715842, 0.417463661, 0.077991434,-0.5179334312, 8.7220699813, 0.0787234457
"<50",250,"er","1_2",-8.702657e-03, 2.143737e+00, 7.015092e-02, 0.057715842, 0.417463661, 0.077991434,-0.0664184997, 1.7113321141, 0.0349037298
"<50",500,"er","1_2", 5.981849e-02, 5.192305e-01, 3.409174e-02, 0.057715842, 0.417463661, 0.077991434, 0.0021026486, 0.0742576597, 0.0171856603
"<50",100,"l0","1_2",-4.630646e-01, 9.552171e+00, 1.008973e-01, 0.057715842, 0.417463661, 0.077991434,-0.5207804254, 8.7452761337, 0.0810940218
"<50",250,"l0","1_2",-9.955078e-03, 2.232059e+00, 7.453675e-02, 0.057715842, 0.417463661, 0.077991434,-0.0676709200, 1.8021007678, 0.0329140613
"<50",500,"l0","1_2", 5.903737e-02, 5.192392e-01, 3.512844e-02, 0.057715842, 0.417463661, 0.077991434, 0.0013215291, 0.0745985819, 0.0181648294
"<50",100,"l1","1_2",-1.041499e+00, 1.323000e+01,-1.522182e-01, 0.057715842, 0.417463661, 0.077991434,-1.0992146881,12.6831622500,-0.1638547200
"<50",250,"l1","1_2",-1.833840e-01, 3.017799e+00,-1.041635e-02, 0.057715842, 0.417463661, 0.077991434,-0.2410998852, 2.6155899540,-0.0531829359
"<50",500,"l1","1_2",-7.454901e-03, 7.613444e-01,-1.832545e-02, 0.057715842, 0.417463661, 0.077991434,-0.0651707431, 0.3799576757,-0.0229879471
"<50",100,"l2","1_2",-9.019650e-01, 8.250872e+00,-2.740419e-01, 0.057715842, 0.417463661, 0.077991434,-0.9596808264, 7.8725401227,-0.3378081054
"<50",250,"l2","1_2",-2.608775e-01, 1.936876e+00,-9.549529e-02, 0.057715842, 0.417463661, 0.077991434,-0.3185933204, 1.7365460950,-0.1681039439
"<50",500,"l2","1_2",-7.698394e-02, 3.807194e-01,-5.629385e-02, 0.057715842, 0.417463661, 0.077991434,-0.1346997786, 0.0953995668,-0.1025600015
"<50",100,"er","1|1_1|2",-1.295208e+00, 1.286990e+01,-7.104149e-02, 0.017722112, 0.373693872,-0.020177231,-1.3129298419,12.1160054013,-0.0513779383
"<50",250,"er","1|1_1|2",-6.386000e-01, 6.462829e+00,-4.288419e-02, 0.017722112, 0.373693872,-0.020177231,-0.6563221375, 5.8398416349,-0.0163492829
"<50",500,"er","1|1_1|2",-2.328033e-01, 2.940726e+00,-3.958317e-03, 0.017722112, 0.373693872,-0.020177231,-0.2505253976, 2.2751275602, 0.0233229299
"<50",100,"l0","1|1_1|2",-1.306154e+00, 1.265304e+01,-1.159173e-01, 0.017722112, 0.373693872,-0.020177231,-1.3238763397,11.9936696237,-0.0478604420
"<50",250,"l0","1|1_1|2",-5.988619e-01, 5.818694e+00,-3.139644e-02, 0.017722112, 0.373693872,-0.020177231,-0.6165839902, 5.2174949353,-0.0314758690
"<50",500,"l0","1|1_1|2",-1.975017e-01, 2.582092e+00, 4.822241e-03, 0.017722112, 0.373693872,-0.020177231,-0.2152237673, 1.9385505429, 0.0236710975
"<50",100,"l1","1|1_1|2",-1.917030e+00, 1.406985e+01,-3.855986e-01, 0.017722112, 0.373693872,-0.020177231,-1.9347521037,13.4949008277,-0.3628666340
"<50",250,"l1","1|1_1|2",-7.802651e-01, 6.196324e+00,-1.459979e-01, 0.017722112, 0.373693872,-0.020177231,-0.7979871659, 5.6340531665,-0.0891971984
"<50",500,"l1","1|1_1|2",-2.898699e-01, 3.106120e+00,-4.381868e-02, 0.017722112, 0.373693872,-0.020177231,-0.3075920600, 2.4605989866,-0.0217842290
"<50",100,"l2","1|1_1|2",-2.025780e+00, 1.265552e+01,-5.771297e-01, 0.017722112, 0.373693872,-0.020177231,-2.0435016943,12.3025156533,-0.6067654991
"<50",250,"l2","1|1_1|2",-9.745272e-01, 5.787826e+00,-2.959475e-01, 0.017722112, 0.373693872,-0.020177231,-0.9922493003, 5.4012460823,-0.2758140087
"<50",500,"l2","1|1_1|2",-4.217971e-01, 2.771561e+00,-1.423248e-01, 0.017722112, 0.373693872,-0.020177231,-0.4395192221, 2.2357368111,-0.1325434382
"<50",100,"er","1|1_2|1",-1.228077e+00, 1.334184e+01, 2.643561e-03,-0.069048303, 0.331716776,-0.069399397,-1.1590284114,12.7156058058, 0.0588211171
"<50",250,"er","1|1_2|1",-7.874522e-01, 7.717006e+00,-9.421354e-02,-0.069048303, 0.331716776,-0.069399397,-0.7184038879, 6.9182142501,-0.0052099684
"<50",500,"er","1|1_2|1",-3.163803e-01, 2.692909e+00,-3.710907e-02,-0.069048303, 0.331716776,-0.069399397,-0.2473320251, 2.1616315653, 0.0208652226
"<50",100,"l0","1|1_2|1",-1.309678e+00, 1.407983e+01, 9.522185e-03,-0.069048303, 0.331716776,-0.069399397,-1.2406299108,13.3764735955, 0.0495688884
"<50",250,"l0","1|1_2|1",-7.216428e-01, 6.831904e+00,-7.823014e-02,-0.069048303, 0.331716776,-0.069399397,-0.6525944536, 6.0463997778, 0.0004323807
"<50",500,"l0","1|1_2|1",-3.511284e-01, 3.111295e+00,-4.568406e-02,-0.069048303, 0.331716776,-0.069399397,-0.2820801041, 2.5660325267, 0.0193476393
"<50",100,"l1","1|1_2|1",-1.757851e+00, 1.445863e+01,-2.625445e-01,-0.069048303, 0.331716776,-0.069399397,-1.6888030167,13.8372564524,-0.1856480598
"<50",250,"l1","1|1_2|1",-8.887309e-01, 7.162536e+00,-1.720793e-01,-0.069048303, 0.331716776,-0.069399397,-0.8196825796, 6.3648318813,-0.0691776013
"<50",500,"l1","1|1_2|1",-4.072208e-01, 3.172840e+00,-8.361967e-02,-0.069048303, 0.331716776,-0.069399397,-0.3381725108, 2.6123688509,-0.0113593992
"<50",100,"l2","1|1_2|1",-1.898006e+00, 1.194893e+01,-5.110758e-01,-0.069048303, 0.331716776,-0.069399397,-1.8289581458,11.4610124859,-0.4635000829
"<50",250,"l2","1|1_2|1",-1.096745e+00, 6.764571e+00,-3.260981e-01,-0.069048303, 0.331716776,-0.069399397,-1.0276970038, 6.0956112004,-0.2522513960
"<50",500,"l2","1|1_2|1",-5.730825e-01, 3.502582e+00,-1.832076e-01,-0.069048303, 0.331716776,-0.069399397,-0.5040341513, 3.0168723326,-0.1248642012
"<50",100,"er","1|1|1_1|1|2",-1.830699e+00, 1.573198e+01,-2.530898e-02, 0.030703714, 0.362593079, 0.018701348,-1.8614031332,14.9400112474,-0.1722631987
"<50",250,"er","1|1|1_1|1|2",-1.246161e+00, 1.017927e+01,-7.337522e-02, 0.030703714, 0.362593079, 0.018701348,-1.2768646001, 9.5120781631,-0.1160607273
"<50",500,"er","1|1|1_1|1|2",-6.249513e-01, 5.413273e+00,-3.858907e-04, 0.030703714, 0.362593079, 0.018701348,-0.6556549950, 4.6350305858,-0.0108789801
"<50",100,"l0","1|1|1_1|1|2",-1.814367e+00, 1.550852e+01,-3.759342e-02, 0.030703714, 0.362593079, 0.018701348,-1.8450703555,14.7332275657,-0.1696996920
"<50",250,"l0","1|1|1_1|1|2",-1.268502e+00, 1.037926e+01,-7.245597e-02, 0.030703714, 0.362593079, 0.018701348,-1.2992058173, 9.6437058860,-0.0875058106
"<50",500,"l0","1|1|1_1|1|2",-6.847355e-01, 6.050378e+00,-5.236630e-03, 0.030703714, 0.362593079, 0.018701348,-0.7154391768, 5.2160569534,-0.0122820519
"<50",100,"l1","1|1|1_1|1|2",-2.634528e+00, 1.764458e+01,-4.084282e-01, 0.030703714, 0.362593079, 0.018701348,-2.6652318907,16.8581417109,-0.4765235682
"<50",250,"l1","1|1|1_1|1|2",-1.457998e+00, 1.093171e+01,-1.492900e-01, 0.030703714, 0.362593079, 0.018701348,-1.4887012235,10.1790028320,-0.2104933692
"<50",500,"l1","1|1|1_1|1|2",-7.283709e-01, 5.760565e+00,-4.956157e-02, 0.030703714, 0.362593079, 0.018701348,-0.7590745849, 4.9244198731,-0.0653841418
"<50",100,"l2","1|1|1_1|1|2",-3.216902e+00, 1.770144e+01,-8.570306e-01, 0.030703714, 0.362593079, 0.018701348,-3.2476054321,17.2035280970,-0.8783168094
"<50",250,"l2","1|1|1_1|1|2",-1.851231e+00, 1.119316e+01,-3.462181e-01, 0.030703714, 0.362593079, 0.018701348,-1.8819346445,10.5386732484,-0.4497298763
"<50",500,"l2","1|1|1_1|1|2",-1.014531e+00, 6.401916e+00,-2.030468e-01, 0.030703714, 0.362593079, 0.018701348,-1.0452342344, 5.6526674114,-0.2368743443
"<50",100,"er","1|1|1_1|2|1",-2.179081e+00, 1.665236e+01,-3.959716e-01,-0.024461259, 0.367843556,-0.056427705,-2.1546197402,15.9707836909,-0.3009440909
"<50",250,"er","1|1|1_1|2|1",-1.417268e+00, 1.177765e+01,-1.079239e-01,-0.024461259, 0.367843556,-0.056427705,-1.3928067136,10.8606153129,-0.0763697971
"<50",500,"er","1|1|1_1|2|1",-8.860077e-01, 6.806447e+00,-8.233185e-02,-0.024461259, 0.367843556,-0.056427705,-0.8615464078, 6.1061627458,-0.0371435276
"<50",100,"l0","1|1|1_1|2|1",-2.087524e+00, 1.644943e+01,-2.889053e-01,-0.024461259, 0.367843556,-0.056427705,-2.0630629202,15.7246194349,-0.1869240887
"<50",250,"l0","1|1|1_1|2|1",-1.379057e+00, 1.128823e+01,-1.084044e-01,-0.024461259, 0.367843556,-0.056427705,-1.3545958714,10.3838778248,-0.0429432706
