"include","ntips","type","par","estimate.mean","estimate.varriance","estimate.median","sim.mean","sim.varriance","sim.median","diff.mean","diff.varriance","diff.median"
"all",100,"er","1_2",  1.99793190, 34.49137553,  1.09349881,1.3175723,0.9789113,1.0811158, 6.803596e-01, 3.121076e+01, 8.081588e-02
"all",250,"er","1_2",  1.51128141,  2.40552741,  1.07267046,1.3175723,0.9789113,1.0811158, 1.937091e-01, 9.409132e-01, 3.218117e-02
"all",500,"er","1_2",  1.38317847,  1.29059428,  1.03467999,1.3175723,0.9789113,1.0811158, 6.560619e-02, 1.824028e-01, 1.624827e-02
"all",100,"l0","1_2",  1.91549733, 25.11156193,  1.10617137,1.3175723,0.9789113,1.0811158, 5.979250e-01, 2.234193e+01, 8.257865e-02
"all",250,"l0","1_2",  1.51685381,  2.43840209,  1.07738541,1.3175723,0.9789113,1.0811158, 1.992815e-01, 9.574988e-01, 3.057460e-02
"all",500,"l0","1_2",  1.38191298,  1.28825351,  1.03575302,1.3175723,0.9789113,1.0811158, 6.434069e-02, 1.834906e-01, 1.558369e-02
"all",100,"l1","1_2",  1.10978562,  0.87924586,  0.85880153,1.3175723,0.9789113,1.0811158,-2.077867e-01, 6.088329e-01,-1.369913e-01
"all",250,"l1","1_2",  1.28044348,  1.11235271,  0.98963775,1.3175723,0.9789113,1.0811158,-3.712880e-02, 3.230157e-01,-4.675441e-02
"all",500,"l1","1_2",  1.28438448,  0.96529341,  0.98184177,1.3175723,0.9789113,1.0811158,-3.318780e-02, 1.470776e-01,-2.199628e-02
"all",100,"l2","1_2",  0.81656805,  0.23709302,  0.76030027,1.3175723,0.9789113,1.0811158,-5.010042e-01, 6.884058e-01,-2.810292e-01
"all",250,"l2","1_2",  1.01001150,  0.33184849,  0.90892283,1.3175723,0.9789113,1.0811158,-3.075608e-01, 4.050893e-01,-1.505275e-01
"all",500,"l2","1_2",  1.10498475,  0.43284289,  0.94526145,1.3175723,0.9789113,1.0811158,-2.125875e-01, 2.664187e-01,-8.165014e-02
"all",100,"er","1|1_1|2",  2.07665541, 28.90937532,  0.93142326,1.2299887,0.6712135,0.9800445, 8.466667e-01, 2.680999e+01,-4.964325e-02
"all",250,"er","1|1_1|2",  1.40355378,  2.44224284,  0.95802276,1.2299887,0.6712135,0.9800445, 1.735650e-01, 1.750778e+00,-1.249763e-02
"all",500,"er","1|1_1|2",  1.36629591,  1.53257066,  0.99605091,1.2299887,0.6712135,0.9800445, 1.363072e-01, 6.645733e-01, 2.016072e-02
"all",100,"l0","1|1_1|2",  2.05465718, 26.73810797,  0.89054892,1.2299887,0.6712135,0.9800445, 8.246684e-01, 2.474697e+01,-4.293958e-02
"all",250,"l0","1|1_1|2",  1.40619244,  2.45748247,  0.96909153,1.2299887,0.6712135,0.9800445, 1.762037e-01, 1.723492e+00,-2.125263e-02
"all",500,"l0","1|1_1|2",  1.37646372,  1.55831927,  1.00483428,1.2299887,0.6712135,0.9800445, 1.464750e-01, 6.790692e-01, 2.136517e-02
"all",100,"l1","1|1_1|2",  1.03759905,  1.50846186,  0.68004418,1.2299887,0.6712135,0.9800445,-1.923897e-01, 1.257825e+00,-2.615744e-01
"all",250,"l1","1|1_1|2",  1.18244651,  1.22977713,  0.86416049,1.2299887,0.6712135,0.9800445,-4.754222e-02, 8.220900e-01,-7.878859e-02
"all",500,"l1","1|1_1|2",  1.27263037,  1.12681525,  0.95712752,1.2299887,0.6712135,0.9800445, 4.264164e-02, 4.015089e-01,-2.094826e-02
"all",100,"l2","1|1_1|2",  0.66586994,  0.35220997,  0.56150793,1.2299887,0.6712135,0.9800445,-5.641188e-01, 6.531486e-01,-4.467196e-01
"all",250,"l2","1|1_1|2",  0.85905079,  0.39065801,  0.74382690,1.2299887,0.6712135,0.9800445,-3.709379e-01, 5.289142e-01,-2.321978e-01
"all",500,"l2","1|1_1|2",  1.03670335,  0.49756341,  0.86733950,1.2299887,0.6712135,0.9800445,-1.932854e-01, 2.480327e-01,-1.147333e-01
"all",100,"er","1|1_2|1",  2.49367392, 60.04223344,  1.00264735,1.0938593,0.4012890,0.9330288, 1.399815e+00, 5.899441e+01, 5.258159e-02
"all",250,"er","1|1_2|1",  1.44568922,  4.96539125,  0.91009041,1.0938593,0.4012890,0.9330288, 3.518299e-01, 4.375115e+00,-4.563044e-03
"all",500,"er","1|1_2|1",  1.21547508,  1.00092695,  0.96357105,1.0938593,0.4012890,0.9330288, 1.216158e-01, 5.279843e-01, 2.163295e-02
"all",100,"l0","1|1_2|1",  2.49854431, 62.86226621,  1.00956771,1.0938593,0.4012890,0.9330288, 1.404685e+00, 6.187132e+01, 3.682984e-02
"all",250,"l0","1|1_2|1",  1.43894622,  4.39551988,  0.92475276,1.0938593,0.4012890,0.9330288, 3.450869e-01, 3.814152e+00, 5.151584e-04
"all",500,"l0","1|1_2|1",  1.20761825,  0.97342614,  0.95534388,1.0938593,0.4012890,0.9330288, 1.137590e-01, 5.076087e-01, 2.083933e-02
"all",100,"l1","1|1_2|1",  1.08692097,  1.33359040,  0.76909221,1.0938593,0.4012890,0.9330288,-6.938323e-03, 1.111382e+00,-1.564328e-01
"all",250,"l1","1|1_2|1",  1.15923834,  1.23144238,  0.84191245,1.0938593,0.4012890,0.9330288, 6.537905e-02, 8.625846e-01,-5.930837e-02
"all",500,"l1","1|1_2|1",  1.13521839,  0.78839600,  0.91978103,1.0938593,0.4012890,0.9330288, 4.135910e-02, 3.790444e-01,-1.332379e-02
"all",100,"l2","1|1_2|1",  0.70842489,  0.37440689,  0.59985037,1.0938593,0.4012890,0.9330288,-3.854344e-01, 4.535270e-01,-3.350122e-01
"all",250,"l2","1|1_2|1",  0.84270233,  0.39347366,  0.72173482,1.0938593,0.4012890,0.9330288,-2.511570e-01, 3.213413e-01,-1.994501e-01
"all",500,"l2","1|1_2|1",  0.94485692,  0.37548125,  0.83259532,1.0938593,0.4012890,0.9330288,-1.490024e-01, 2.048285e-01,-1.041429e-01
"all",100,"er","1|1|1_1|1|2",  3.39752721,114.60624426,  0.97500899,1.2269641,0.5758155,1.0188776, 2.170563e+00, 1.125878e+02,-1.685824e-01
"all",250,"er","1|1|1_1|1|2",  1.82863448, 24.46859721,  0.92925250,1.2269641,0.5758155,1.0188776, 6.016704e-01, 2.369690e+01,-1.095527e-01
"all",500,"er","1|1|1_1|1|2",  1.43739611,  2.67666990,  0.99961444,1.2269641,0.5758155,1.0188776, 2.104320e-01, 1.980476e+00,-1.201261e-02
"all",100,"l0","1|1|1_1|1|2",  3.32360067,110.60298568,  0.96310832,1.2269641,0.5758155,1.0188776, 2.096637e+00, 1.085851e+02,-1.563794e-01
"all",250,"l0","1|1|1_1|1|2",  1.75951717, 20.32497214,  0.93010674,1.2269641,0.5758155,1.0188776, 5.325531e-01, 1.944549e+01,-9.407962e-02
"all",500,"l0","1|1|1_1|1|2",  1.41646685,  2.42995788,  0.99477759,1.2269641,0.5758155,1.0188776, 1.895028e-01, 1.729837e+00,-1.495818e-02
"all",100,"l1","1|1|1_1|1|2",  1.22103600,  2.68437730,  0.66469640,1.2269641,0.5758155,1.0188776,-5.928078e-03, 2.442776e+00,-3.409333e-01
"all",250,"l1","1|1|1_1|1|2",  1.28410978,  2.22551657,  0.86131938,1.2269641,0.5758155,1.0188776, 5.714570e-02, 1.807082e+00,-1.711055e-01
"all",500,"l1","1|1|1_1|1|2",  1.29113386,  1.48901228,  0.95164726,1.2269641,0.5758155,1.0188776, 6.416978e-02, 8.863085e-01,-5.536109e-02
"all",100,"l2","1|1|1_1|1|2",  0.65337174,  0.57348291,  0.42442596,1.2269641,0.5758155,1.0188776,-5.735923e-01, 8.282108e-01,-5.052521e-01
"all",250,"l2","1|1|1_1|1|2",  0.82098911,  0.54829507,  0.70735821,1.2269641,0.5758155,1.0188776,-4.059750e-01, 6.859252e-01,-3.451060e-01
"all",500,"l2","1|1|1_1|1|2",  0.95945702,  0.57604010,  0.81624050,1.2269641,0.5758155,1.0188776,-2.675071e-01, 4.438623e-01,-2.169603e-01
"all",100,"er","1|1|1_1|2|1",  3.11079332,112.41499537,  0.67302734,1.1659724,0.5510172,0.9451403, 1.944821e+00, 1.110917e+02,-2.277143e-01
"all",250,"er","1|1|1_1|2|1",  2.01667162, 36.23294032,  0.89769602,1.1659724,0.5510172,0.9451403, 8.506992e-01, 3.536822e+01,-6.673078e-02
"all",500,"er","1|1|1_1|2|1",  1.30694081,  1.93475324,  0.92096638,1.1659724,0.5510172,0.9451403, 1.409684e-01, 1.348574e+00,-3.342797e-02
"all",100,"l0","1|1|1_1|2|1",  3.16245720,113.96588343,  0.74908574,1.1659724,0.5510172,0.9451403, 1.996485e+00, 1.128030e+02,-1.946550e-01
"all",250,"l0","1|1|1_1|2|1",  1.97964529, 39.21678779,  0.89726467,1.1659724,0.5510172,0.9451403, 8.136729e-01, 3.835136e+01,-5.219475e-02
"all",500,"l0","1|1|1_1|2|1",  1.29807888,  1.86231493,  0.91396490,1.1659724,0.5510172,0.9451403, 1.321065e-01, 1.272979e+00,-3.661140e-02
"all",100,"l1","1|1|1_1|2|1",  1.10695532,  2.45016232,  0.53463725,1.1659724,0.5510172,0.9451403,-5.901708e-02, 2.354920e+00,-3.117931e-01
"all",250,"l1","1|1|1_1|2|1",  1.23145818,  2.25120888,  0.83980123,1.1659724,0.5510172,0.9451403, 6.548579e-02, 1.992716e+00,-1.513511e-01
"all",500,"l1","1|1|1_1|2|1",  1.20872356,  1.44092316,  0.88181122,1.1659724,0.5510172,0.9451403, 4.275117e-02, 9.326995e-01,-7.479523e-02
"all",100,"l2","1|1|1_1|2|1",  0.59187954,  0.46400247,  0.39030807,1.1659724,0.5510172,0.9451403,-5.740929e-01, 7.428019e-01,-5.375478e-01
"all",250,"l2","1|1|1_1|2|1",  0.79410644,  0.56361155,  0.65926795,1.1659724,0.5510172,0.9451403,-3.718660e-01, 6.725485e-01,-2.955551e-01
"all",500,"l2","1|1|1_1|2|1",  0.94592409,  0.62116940,  0.78027941,1.1659724,0.5510172,0.9451403,-2.200483e-01, 4.162902e-01,-1.640782e-01
"all",100,"er","1|1|1_2|1|1",  3.64434277,146.27721162,  0.91007130,1.2414869,0.6790759,1.0068751, 2.402856e+00, 1.433864e+02,-1.277305e-01
"all",250,"er","1|1|1_2|1|1",  2.06863729, 36.62589800,  1.02499324,1.2414869,0.6790759,1.0068751, 8.271504e-01, 3.558192e+01, 3.598789e-02
"all",500,"er","1|1|1_2|1|1",  1.37844275,  2.10026925,  1.01279026,1.2414869,0.6790759,1.0068751, 1.369559e-01, 1.474821e+00,-4.898052e-02
"all",100,"l0","1|1|1_2|1|1",  3.73340844,151.16884904,  0.89290855,1.2414869,0.6790759,1.0068751, 2.491922e+00, 1.487298e+02,-1.315562e-01
"all",250,"l0","1|1|1_2|1|1",  2.18393555, 42.05665569,  1.03642240,1.2414869,0.6790759,1.0068751, 9.424487e-01, 4.091977e+01, 3.091471e-02
"all",500,"l0","1|1|1_2|1|1",  1.39694408,  2.21842949,  1.01323559,1.2414869,0.6790759,1.0068751, 1.554572e-01, 1.587996e+00,-3.312520e-02
"all",100,"l1","1|1|1_2|1|1",  1.25461391,  2.91106862,  0.64029262,1.2414869,0.6790759,1.0068751, 1.312706e-02, 2.686135e+00,-3.347505e-01
"all",250,"l1","1|1|1_2|1|1",  1.33987249,  2.36195889,  0.90049851,1.2414869,0.6790759,1.0068751, 9.838563e-02, 1.863945e+00,-8.378753e-02
"all",500,"l1","1|1|1_2|1|1",  1.27616810,  1.59799060,  0.96480174,1.2414869,0.6790759,1.0068751, 3.468124e-02, 1.101159e+00,-7.760551e-02
"all",100,"l2","1|1|1_2|1|1",  0.65480907,  0.54499147,  0.45243889,1.2414869,0.6790759,1.0068751,-5.866778e-01, 9.253454e-01,-4.858723e-01
"all",250,"l2","1|1|1_2|1|1",  0.86853827,  0.64472455,  0.69965264,1.2414869,0.6790759,1.0068751,-3.729486e-01, 7.606210e-01,-2.896971e-01
"all",500,"l2","1|1|1_2|1|1",  0.97762001,  0.58831485,  0.83628831,1.2414869,0.6790759,1.0068751,-2.638669e-01, 5.214095e-01,-2.013628e-01
"all",100,"er","1|1|2_1|1|1",  4.73519721,228.85473302,  0.95079804,1.1999959,0.5484385,0.9964797, 3.535201e+00, 2.278438e+02,-2.070331e-02
"all",250,"er","1|1|2_1|1|1",  1.95443162, 28.73658125,  0.99541225,1.1999959,0.5484385,0.9964797, 7.544358e-01, 2.775985e+01,-5.294543e-02
"all",500,"er","1|1|2_1|1|1",  1.44347377,  2.41707828,  1.03856882,1.1999959,0.5484385,0.9964797, 2.434779e-01, 1.797221e+00, 5.408704e-03
"all",100,"l0","1|1|2_1|1|1",  4.75856479,220.72179168,  0.95430283,1.1999959,0.5484385,0.9964797, 3.558569e+00, 2.198814e+02,-1.899135e-02
"all",250,"l0","1|1|2_1|1|1",  1.87933787, 27.11541253,  0.97212946,1.1999959,0.5484385,0.9964797, 6.793420e-01, 2.619178e+01,-5.363438e-02
"all",500,"l0","1|1|2_1|1|1",  1.44673347,  2.37810842,  1.05299208,1.1999959,0.5484385,0.9964797, 2.467376e-01, 1.766420e+00, 9.274942e-03
"all",100,"l1","1|1|2_1|1|1",  1.27203431,  3.04768424,  0.64430720,1.1999959,0.5484385,0.9964797, 7.203845e-02, 2.792662e+00,-3.352888e-01
"all",250,"l1","1|1|2_1|1|1",  1.25459976,  2.10790737,  0.86304757,1.1999959,0.5484385,0.9964797, 5.460390e-02, 1.758794e+00,-1.253084e-01
"all",500,"l1","1|1|2_1|1|1",  1.32646992,  1.63439748,  0.99162993,1.1999959,0.5484385,0.9964797, 1.264741e-01, 1.114415e+00,-2.817475e-02
"all",100,"l2","1|1|2_1|1|1",  0.68961221,  0.60140180,  0.47201040,1.1999959,0.5484385,0.9964797,-5.103837e-01, 8.275496e-01,-5.233291e-01
"all",250,"l2","1|1|2_1|1|1",  0.82884988,  0.59138944,  0.69788677,1.1999959,0.5484385,0.9964797,-3.711460e-01, 6.226029e-01,-3.368014e-01
"all",500,"l2","1|1|2_1|1|1",  1.00091192,  0.57324381,  0.85900581,1.1999959,0.5484385,0.9964797,-1.990839e-01, 4.407399e-01,-1.691962e-01
"all",100,"er","1|1|2_1|2|2",  2.24293943, 67.69726370,  0.58978006,1.0019512,0.3580704,0.8795266, 1.240988e+00, 6.747055e+01,-2.504846e-01
"all",250,"er","1|1|2_1|2|2",  1.31710797,  4.04025344,  0.75968650,1.0019512,0.3580704,0.8795266, 3.151568e-01, 3.565623e+00,-2.040826e-02
"all",500,"er","1|1|2_1|2|2",  1.13724233,  1.50097196,  0.84889146,1.0019512,0.3580704,0.8795266, 1.352912e-01, 1.125284e+00,-1.309941e-02
"all",100,"l0","1|1|2_1|2|2",  2.10185272, 56.88365435,  0.57685249,1.0019512,0.3580704,0.8795266, 1.099902e+00, 5.692715e+01,-2.662927e-01
"all",250,"l0","1|1|2_1|2|2",  1.34398992,  4.15433704,  0.80825380,1.0019512,0.3580704,0.8795266, 3.420388e-01, 3.660326e+00,-1.049571e-02
"all",500,"l0","1|1|2_1|2|2",  1.12685037,  1.49558677,  0.83208850,1.0019512,0.3580704,0.8795266, 1.248992e-01, 1.122112e+00,-2.549754e-02
"all",100,"l1","1|1|2_1|2|2",  0.88840632,  1.86413376,  0.39408647,1.0019512,0.3580704,0.8795266,-1.135448e-01, 1.864696e+00,-3.744895e-01
"all",250,"l1","1|1|2_1|2|2",  1.05729172,  1.49383688,  0.71421745,1.0019512,0.3580704,0.8795266, 5.534057e-02, 1.194681e+00,-1.227061e-01
"all",500,"l1","1|1|2_1|2|2",  1.04265681,  1.05772711,  0.80776511,1.0019512,0.3580704,0.8795266, 4.070566e-02, 7.167833e-01,-4.642222e-02
"all",100,"l2","1|1|2_1|2|2",  0.52578196,  0.40236316,  0.30091054,1.0019512,0.3580704,0.8795266,-4.761692e-01, 5.843487e-01,-4.634178e-01
"all",250,"l2","1|1|2_1|2|2",  0.75293616,  0.48461684,  0.63447912,1.0019512,0.3580704,0.8795266,-2.490150e-01, 4.941425e-01,-2.413565e-01
"all",500,"l2","1|1|2_1|2|2",  0.83110796,  0.43792478,  0.73331268,1.0019512,0.3580704,0.8795266,-1.708432e-01, 3.041594e-01,-1.508688e-01
"all",100,"er","1|1|2_2|1|2",  2.75572718, 95.86361300,  0.66797064,1.0728072,0.4532638,0.9285225, 1.682920e+00, 9.347284e+01,-1.815105e-01
"all",250,"er","1|1|2_2|1|2",  1.71386091, 34.95830287,  0.87219097,1.0728072,0.4532638,0.9285225, 6.410537e-01, 3.440169e+01,-4.684698e-02
"all",500,"er","1|1|2_2|1|2",  1.23721583,  1.78735002,  0.89708713,1.0728072,0.4532638,0.9285225, 1.644087e-01, 1.340450e+00,-1.917732e-02
"all",100,"l0","1|1|2_2|1|2",  2.61797327, 90.49877790,  0.62064593,1.0728072,0.4532638,0.9285225, 1.545166e+00, 8.772363e+01,-2.067913e-01
"all",250,"l0","1|1|2_2|1|2",  1.69103013, 33.18393689,  0.86467567,1.0728072,0.4532638,0.9285225, 6.182230e-01, 3.264417e+01,-4.317281e-02
"all",500,"l0","1|1|2_2|1|2",  1.23348607,  1.79252265,  0.88494803,1.0728072,0.4532638,0.9285225, 1.606789e-01, 1.343046e+00,-2.729840e-02
"all",100,"l1","1|1|2_2|1|2",  1.06874503,  2.76568617,  0.47044753,1.0728072,0.4532638,0.9285225,-4.062143e-03, 2.542188e+00,-3.427780e-01
"all",250,"l1","1|1|2_2|1|2",  1.11870158,  1.67612708,  0.77359957,1.0728072,0.4532638,0.9285225, 4.589440e-02, 1.365876e+00,-1.314936e-01
"all",500,"l1","1|1|2_2|1|2",  1.11313923,  1.15639421,  0.84848580,1.0728072,0.4532638,0.9285225, 4.033206e-02, 7.996242e-01,-6.570929e-02
"all",100,"l2","1|1|2_2|1|2",  0.58758569,  0.46112767,  0.39731796,1.0728072,0.4532638,0.9285225,-4.852215e-01, 6.552774e-01,-4.582840e-01
"all",250,"l2","1|1|2_2|1|2",  0.74421712,  0.49671805,  0.62831627,1.0728072,0.4532638,0.9285225,-3.285901e-01, 5.707660e-01,-2.919320e-01
"all",500,"l2","1|1|2_2|1|2",  0.86079518,  0.45017884,  0.73326819,1.0728072,0.4532638,0.9285225,-2.120120e-01, 3.791169e-01,-1.574287e-01
"all",100,"er","1|2_1|1",  2.50174213, 61.05211478,  1.14291774,1.1443545,0.4918908,0.9798043, 1.357388e+00, 6.053217e+01, 6.125233e-02
"all",250,"er","1|2_1|1",  1.47279788,  2.90437207,  1.04378594,1.1443545,0.4918908,0.9798043, 3.284434e-01, 2.239977e+00,-3.683160e-03
"all",500,"er","1|2_1|1",  1.26564764,  0.96159691,  1.02244985,1.1443545,0.4918908,0.9798043, 1.212931e-01, 3.963477e-01, 2.234445e-02
"all",100,"l0","1|2_1|1",  2.44270845, 52.50951347,  1.13201117,1.1443545,0.4918908,0.9798043, 1.298354e+00, 5.195054e+01, 5.874285e-02
"all",250,"l0","1|2_1|1",  1.47771156,  2.89761652,  1.04025117,1.1443545,0.4918908,0.9798043, 3.333570e-01, 2.228526e+00, 5.550917e-03
"all",500,"l0","1|2_1|1",  1.27004556,  0.96940279,  1.02631871,1.1443545,0.4918908,0.9798043, 1.256910e-01, 4.047814e-01, 2.806765e-02
"all",100,"l1","1|2_1|1",  1.10547036,  1.29478816,  0.84258201,1.1443545,0.4918908,0.9798043,-3.888416e-02, 1.052110e+00,-1.551627e-01
"all",250,"l1","1|2_1|1",  1.21205952,  1.23012191,  0.95484437,1.1443545,0.4918908,0.9798043, 6.770501e-02, 8.195835e-01,-4.844224e-02
"all",500,"l1","1|2_1|1",  1.17907938,  0.75292368,  0.97520582,1.1443545,0.4918908,0.9798043, 3.472487e-02, 2.652742e-01,-9.827904e-03
"all",100,"l2","1|2_1|1",  0.71822333,  0.34738774,  0.62913085,1.1443545,0.4918908,0.9798043,-4.261312e-01, 4.793142e-01,-3.451473e-01
"all",250,"l2","1|2_1|1",  0.88864416,  0.42404145,  0.77116627,1.1443545,0.4918908,0.9798043,-2.557104e-01, 3.696621e-01,-2.005988e-01
"all",500,"l2","1|2_1|1",  0.98592847,  0.40741958,  0.88355785,1.1443545,0.4918908,0.9798043,-1.584260e-01, 1.925480e-01,-1.035074e-01
"all",100,"er","1|2_2|2",  1.79934387, 35.27234371,  0.80251612,1.1449509,0.4372837,0.9712092, 6.543930e-01, 3.398444e+01,-7.985265e-02
"all",250,"er","1|2_2|2",  1.36972803, 11.52562088,  0.92855752,1.1449509,0.4372837,0.9712092, 2.247771e-01, 1.092169e+01, 2.563029e-04
"all",500,"er","1|2_2|2",  1.22730177,  0.85393044,  0.99406647,1.1449509,0.4372837,0.9712092, 8.235088e-02, 3.856641e-01, 1.314528e-02
"all",100,"l0","1|2_2|2",  1.85372238, 38.95382948,  0.81944799,1.1449509,0.4372837,0.9712092, 7.087715e-01, 3.755087e+01,-6.346505e-02
"all",250,"l0","1|2_2|2",  1.36388999, 11.50108920,  0.92360369,1.1449509,0.4372837,0.9712092, 2.189391e-01, 1.090659e+01,-7.669695e-03
"all",500,"l0","1|2_2|2",  1.22580117,  0.86620006,  0.98494514,1.1449509,0.4372837,0.9712092, 8.085029e-02, 3.883025e-01, 7.616032e-03
"all",100,"l1","1|2_2|2",  0.96302018,  1.24419430,  0.61181709,1.1449509,0.4372837,0.9712092,-1.819307e-01, 1.103000e+00,-2.117227e-01
"all",250,"l1","1|2_2|2",  1.09299336,  0.92570608,  0.86115073,1.1449509,0.4372837,0.9712092,-5.195752e-02, 6.637893e-01,-7.816493e-02
"all",500,"l1","1|2_2|2",  1.15265141,  0.69581934,  0.95049464,1.1449509,0.4372837,0.9712092, 7.700531e-03, 3.002901e-01,-2.530557e-02
"all",100,"l2","1|2_2|2",  0.64126305,  0.35858435,  0.50925411,1.1449509,0.4372837,0.9712092,-5.036878e-01, 5.227628e-01,-4.182044e-01
"all",250,"l2","1|2_2|2",  0.85319168,  0.36276046,  0.76029251,1.1449509,0.4372837,0.9712092,-2.917592e-01, 3.362268e-01,-1.836780e-01
"all",500,"l2","1|2_2|2",  0.97935920,  0.37583487,  0.87252696,1.1449509,0.4372837,0.9712092,-1.655917e-01, 2.043288e-01,-1.048821e-01
"all",100,"er","1|2|1_1|1|1",  3.79626860,128.87600700,  1.07642655,1.1116745,0.3531498,1.0325795, 2.684594e+00, 1.277693e+02, 3.494074e-02
"all",250,"er","1|2|1_1|1|1",  1.84604677, 16.56651005,  1.00957940,1.1116745,0.3531498,1.0325795, 7.343723e-01, 1.572446e+01, 7.577440e-03
"all",500,"er","1|2|1_1|1|1",  1.29010154,  2.00191689,  0.95064551,1.1116745,0.3531498,1.0325795, 1.784270e-01, 1.563196e+00, 3.385867e-04
"all",100,"l0","1|2|1_1|1|1",  3.67673334,127.09103499,  0.96051717,1.1116745,0.3531498,1.0325795, 2.565059e+00, 1.256531e+02,-3.498374e-02
"all",250,"l0","1|2|1_1|1|1",  1.86760586, 16.67883777,  1.02223810,1.1116745,0.3531498,1.0325795, 7.559314e-01, 1.577297e+01, 1.005277e-02
"all",500,"l0","1|2|1_1|1|1",  1.30122542,  1.95248078,  0.95907900,1.1116745,0.3531498,1.0325795, 1.895509e-01, 1.507515e+00, 1.687546e-02
"all",100,"l1","1|2|1_1|1|1",  1.35961500,  3.35672046,  0.72697747,1.1116745,0.3531498,1.0325795, 2.479405e-01, 3.183227e+00,-2.880767e-01
"all",250,"l1","1|2|1_1|1|1",  1.33065251,  2.43342556,  0.91711664,1.1116745,0.3531498,1.0325795, 2.189780e-01, 2.115557e+00,-8.960214e-02
"all",500,"l1","1|2|1_1|1|1",  1.17366820,  1.23377055,  0.91579887,1.1116745,0.3531498,1.0325795, 6.199371e-02, 8.798081e-01,-2.944361e-02
"all",100,"l2","1|2|1_1|1|1",  0.68298051,  0.56039564,  0.48466113,1.1116745,0.3531498,1.0325795,-4.286940e-01, 7.639680e-01,-4.794516e-01
"all",250,"l2","1|2|1_1|1|1",  0.82444552,  0.57829624,  0.73330205,1.1116745,0.3531498,1.0325795,-2.872290e-01, 5.768520e-01,-2.838707e-01
"all",500,"l2","1|2|1_1|1|1",  0.88903837,  0.47202527,  0.77072759,1.1116745,0.3531498,1.0325795,-2.226361e-01, 4.053644e-01,-1.550776e-01
"all",100,"er","1|2|1_1|2|2",  2.65896155, 71.21247258,  0.66022421,1.1494310,0.4799874,0.9711407, 1.509531e+00, 7.006975e+01,-2.912492e-01
"all",250,"er","1|2|1_1|2|2",  1.53013574,  8.81441579,  0.85173985,1.1494310,0.4799874,0.9711407, 3.807047e-01, 8.284806e+00,-1.257804e-01
"all",500,"er","1|2|1_1|2|2",  1.34139483,  6.95665734,  0.96411749,1.1494310,0.4799874,0.9711407, 1.919638e-01, 6.185464e+00,-3.851533e-02
"all",100,"l0","1|2|1_1|2|2",  2.56873781, 63.37556910,  0.58531935,1.1494310,0.4799874,0.9711407, 1.419307e+00, 6.280154e+01,-3.043832e-01
"all",250,"l0","1|2|1_1|2|2",  1.52487580,  8.76403537,  0.87422904,1.1494310,0.4799874,0.9711407, 3.754448e-01, 8.271258e+00,-1.274933e-01
"all",500,"l0","1|2|1_1|2|2",  1.34652419,  6.67687234,  0.96617106,1.1494310,0.4799874,0.9711407, 1.970932e-01, 5.903848e+00,-4.086222e-02
"all",100,"l1","1|2|1_1|2|2",  1.01970588,  2.16218428,  0.39973352,1.1494310,0.4799874,0.9711407,-1.297251e-01, 2.003754e+00,-3.997454e-01
"all",250,"l1","1|2|1_1|2|2",  1.10738998,  1.59327933,  0.79989876,1.1494310,0.4799874,0.9711407,-4.204104e-02, 1.355249e+00,-1.968715e-01
"all",500,"l1","1|2|1_1|2|2",  1.19995726,  1.31220547,  0.93891607,1.1494310,0.4799874,0.9711407, 5.052625e-02, 8.169274e-01,-7.156227e-02
"all",100,"l2","1|2|1_1|2|2",  0.56565024,  0.49479828,  0.29155646,1.1494310,0.4799874,0.9711407,-5.837808e-01, 7.228574e-01,-5.502308e-01
"all",250,"l2","1|2|1_1|2|2",  0.75609439,  0.52153846,  0.64158033,1.1494310,0.4799874,0.9711407,-3.933366e-01, 5.923773e-01,-3.482857e-01
"all",500,"l2","1|2|1_1|2|2",  0.94521179,  0.56779490,  0.81474834,1.1494310,0.4799874,0.9711407,-2.042192e-01, 4.239693e-01,-1.902172e-01
"all",100,"er","1|2|1_2|2|1",  2.84320374, 80.17759513,  0.76670457,1.1601513,0.3866955,1.0463280, 1.683052e+00, 7.930975e+01,-2.126906e-01
"all",250,"er","1|2|1_2|2|1",  1.59049327, 15.35781771,  0.92711226,1.1601513,0.3866955,1.0463280, 4.303420e-01, 1.502393e+01,-1.124375e-01
"all",500,"er","1|2|1_2|2|1",  1.35348327,  2.06584221,  0.99559174,1.1601513,0.3866955,1.0463280, 1.933320e-01, 1.606175e+00,-1.216312e-02
"all",100,"l0","1|2|1_2|2|1",  3.26943313,114.64862049,  0.78611278,1.1601513,0.3866955,1.0463280, 2.109282e+00, 1.136628e+02,-1.725071e-01
"all",250,"l0","1|2|1_2|2|1",  1.59020057, 15.03733995,  0.94071776,1.1601513,0.3866955,1.0463280, 4.300493e-01, 1.469505e+01,-1.175264e-01
"all",500,"l0","1|2|1_2|2|1",  1.34221831,  2.03336105,  0.98610280,1.1601513,0.3866955,1.0463280, 1.820671e-01, 1.571074e+00,-2.468152e-02
"all",100,"l1","1|2|1_2|2|1",  1.20691843,  2.75980190,  0.59413937,1.1601513,0.3866955,1.0463280, 4.676717e-02, 2.680240e+00,-3.568222e-01
"all",250,"l1","1|2|1_2|2|1",  1.21536082,  2.07211918,  0.85795686,1.1601513,0.3866955,1.0463280, 5.520956e-02, 1.830281e+00,-1.795601e-01
