"include","ntips","type","par","estimate.mean","estimate.varriance","estimate.median","sim.mean","sim.varriance","sim.median","diff.mean","diff.varriance","diff.median"
"<10",250,"l1","2|2|1_2|2|2",  1.06611778,  1.22674724,  0.78318366,1.0475340,0.2423159,0.9859601, 1.858376e-02, 1.046636e+00,-1.269578e-01
"<10",500,"l1","2|2|1_2|2|2",  1.08029491,  0.98349530,  0.87947810,1.0480319,0.2423664,0.9859601, 3.226305e-02, 7.226282e-01,-6.983079e-02
"<10",100,"l2","2|2|1_2|2|2",  0.59692765,  0.46587555,  0.40204796,1.0481633,0.2421411,0.9878808,-4.512356e-01, 5.482419e-01,-5.080753e-01
"<10",250,"l2","2|2|1_2|2|2",  0.75065565,  0.46480513,  0.61603077,1.0481633,0.2421411,0.9878808,-2.975076e-01, 4.295922e-01,-3.234421e-01
"<10",500,"l2","2|2|1_2|2|2",  0.86854252,  0.42995707,  0.76497510,1.0481633,0.2421411,0.9878808,-1.796207e-01, 3.039413e-01,-1.678974e-01
"<10",100,"er","2|2|2_1|2|2",  1.27922821,  3.26134467,  0.56192917,1.0401986,0.2976360,0.9631492, 2.390296e-01, 3.126422e+00,-2.760994e-01
"<10",250,"er","2|2|2_1|2|2",  1.33236496,  2.48182591,  0.88001245,1.0583485,0.3109882,0.9730081, 2.740165e-01, 2.222117e+00,-4.203818e-02
"<10",500,"er","2|2|2_1|2|2",  1.20039738,  1.61409172,  0.90744030,1.0560473,0.3083824,0.9631492, 1.443501e-01, 1.265028e+00,-6.257043e-02
"<10",100,"l0","2|2|2_1|2|2",  1.32698443,  3.49050733,  0.60908932,1.0449944,0.3003015,0.9631492, 2.819900e-01, 3.314503e+00,-2.636869e-01
"<10",250,"l0","2|2|2_1|2|2",  1.31848804,  2.34379632,  0.85815705,1.0586464,0.3112179,0.9730081, 2.598416e-01, 2.075803e+00,-3.243007e-02
"<10",500,"l0","2|2|2_1|2|2",  1.23264325,  1.66761288,  0.92097507,1.0560473,0.3083824,0.9631492, 1.765959e-01, 1.275288e+00,-4.817016e-02
"<10",100,"l1","2|2|2_1|2|2",  1.02920214,  2.01389199,  0.47116887,1.0575286,0.3095666,0.9680786,-2.832649e-02, 1.969428e+00,-3.191540e-01
"<10",250,"l1","2|2|2_1|2|2",  1.17276288,  1.73065229,  0.82754637,1.0575849,0.3091964,0.9730081, 1.151780e-01, 1.550302e+00,-9.086066e-02
"<10",500,"l1","2|2|2_1|2|2",  1.13921091,  1.32970867,  0.87870746,1.0575286,0.3095666,0.9680786, 8.168228e-02, 1.019941e+00,-8.646204e-02
"<10",100,"l2","2|2|2_1|2|2",  0.61320681,  0.48588438,  0.37090385,1.0575286,0.3095666,0.9680786,-4.443218e-01, 6.620459e-01,-4.669759e-01
"<10",250,"l2","2|2|2_1|2|2",  0.78156575,  0.51270728,  0.67423669,1.0575286,0.3095666,0.9680786,-2.759629e-01, 5.575159e-01,-2.717776e-01
"<10",500,"l2","2|2|2_1|2|2",  0.86309447,  0.47840426,  0.75616328,1.0575286,0.3095666,0.9680786,-1.944342e-01, 3.907146e-01,-1.910560e-01
"<10",100,"er","2|2|2_2|1|2",  1.30417572,  3.32533675,  0.63410590,1.1359021,0.4909593,1.0118545, 1.682736e-01, 3.333970e+00,-2.996345e-01
"<10",250,"er","2|2|2_2|1|2",  1.28156893,  2.30876841,  0.87301074,1.1286222,0.4640971,1.0110097, 1.529468e-01, 2.098780e+00,-1.386815e-01
"<10",500,"er","2|2|2_2|1|2",  1.19340892,  1.34183908,  0.94017635,1.1389210,0.4930022,1.0126993, 5.448788e-02, 9.989388e-01,-5.762087e-02
"<10",100,"l0","2|2|2_2|1|2",  1.31886762,  3.27144416,  0.68777928,1.1400771,0.5091266,1.0110097, 1.787906e-01, 3.233101e+00,-2.864141e-01
"<10",250,"l0","2|2|2_2|1|2",  1.29210037,  2.33514494,  0.88608331,1.1240782,0.4486473,1.0110097, 1.680222e-01, 2.109453e+00,-1.276568e-01
"<10",500,"l0","2|2|2_2|1|2",  1.20775414,  1.44758036,  0.94235705,1.1382976,0.4928966,1.0126993, 6.945655e-02, 1.091804e+00,-5.816858e-02
"<10",100,"l1","2|2|2_2|1|2",  1.00482781,  1.84739072,  0.59539667,1.1374745,0.4930807,1.0118545,-1.326467e-01, 2.016742e+00,-3.961861e-01
"<10",250,"l1","2|2|2_2|1|2",  1.15875126,  1.85466785,  0.81425052,1.1374745,0.4930807,1.0118545, 2.127677e-02, 1.636820e+00,-2.007646e-01
"<10",500,"l1","2|2|2_2|1|2",  1.12637628,  1.11353957,  0.90615936,1.1382976,0.4928966,1.0126993,-1.192131e-02, 8.432874e-01,-8.714255e-02
"<10",100,"l2","2|2|2_2|1|2",  0.59762412,  0.45452222,  0.40806978,1.1374745,0.4930807,1.0118545,-5.398504e-01, 8.060308e-01,-5.005862e-01
"<10",250,"l2","2|2|2_2|1|2",  0.76107654,  0.53104402,  0.63961774,1.1374745,0.4930807,1.0118545,-3.763980e-01, 6.720685e-01,-3.151218e-01
"<10",500,"l2","2|2|2_2|1|2",  0.87295412,  0.48703116,  0.77856315,1.1374745,0.4930807,1.0118545,-2.645204e-01, 5.250677e-01,-1.926494e-01
"<10",100,"er","2|2|2_2|2|1",  1.45306334,  4.14821194,  0.63343443,1.1413573,0.2965793,1.0213904, 3.117061e-01, 3.880684e+00,-3.429621e-01
"<10",250,"er","2|2|2_2|2|1",  1.33746191,  2.17124104,  0.93453147,1.1494879,0.3119681,1.0213904, 1.879740e-01, 1.850545e+00,-9.367082e-02
"<10",500,"er","2|2|2_2|2|1",  1.22745906,  1.42526648,  0.94889000,1.1498864,0.3115979,1.0213904, 7.757270e-02, 1.162265e+00,-7.491551e-02
"<10",100,"l0","2|2|2_2|2|1",  1.40548585,  3.89964642,  0.61250589,1.1392265,0.2942849,1.0213904, 2.662593e-01, 3.724191e+00,-3.538587e-01
"<10",250,"l0","2|2|2_2|2|1",  1.33932493,  2.21192374,  0.94088872,1.1494879,0.3119681,1.0213904, 1.898370e-01, 1.899608e+00,-8.786668e-02
"<10",500,"l0","2|2|2_2|2|1",  1.20869399,  1.37437080,  0.92977189,1.1498864,0.3115979,1.0213904, 5.880763e-02, 1.113896e+00,-8.254458e-02
"<10",100,"l1","2|2|2_2|2|1",  1.04775008,  2.15200903,  0.49330904,1.1511154,0.3127965,1.0226579,-1.033653e-01, 2.030622e+00,-4.421783e-01
"<10",250,"l1","2|2|2_2|2|1",  1.16488633,  1.52698591,  0.87835304,1.1506845,0.3131402,1.0213904, 1.420186e-02, 1.316157e+00,-1.702149e-01
"<10",500,"l1","2|2|2_2|2|1",  1.12073605,  1.02096034,  0.90334297,1.1511154,0.3127965,1.0226579,-3.037935e-02, 8.131190e-01,-1.061506e-01
"<10",100,"l2","2|2|2_2|2|1",  0.60497285,  0.46820760,  0.38698328,1.1511154,0.3127965,1.0226579,-5.461425e-01, 6.280871e-01,-5.763088e-01
"<10",250,"l2","2|2|2_2|2|1",  0.81240303,  0.52258465,  0.69077228,1.1511154,0.3127965,1.0226579,-3.387124e-01, 5.362293e-01,-3.187430e-01
"<10",500,"l2","2|2|2_2|2|1",  0.88840064,  0.47711728,  0.78029268,1.1511154,0.3127965,1.0226579,-2.627148e-01, 4.584297e-01,-2.309762e-01
